id,type,date,recorded_date,amount,recorded_amount,cost_per_unit,approver,preparer,payment/receipt_status,payment_method,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Initial20231231001,Cash deposit,2023-12-31,2023-12-31,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Bank deposit,2023-12-31,2023-12-31,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Fixed Assets,2023-12-31,2023-12-31,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,,
Purchase20231231001,Purchase,2023-12-31,2023-12-31,680000.0,680000.0,5000.0,Director,Staff,Paid,Cash,S010,Supplier 10,R003,Luxury Suite,136.0,5000.0,,,,,,,,
Purchase20231231002,Purchase,2023-12-31,2023-12-31,80500.0,80500.0,350.0,Director,Senior Staff,Unpaid,Account Payable,S005,Supplier 5,F002,Business Meal Set,230.0,350.0,,,,,,,,
Expense20240101001,Sales Expenses,2024-01-01,2024-01-01,427.36,427.36,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Depreciation20240101001,Depreciation,2024-01-01,2024-01-01,45740.94,45740.94,,,,,,,,,,,,,,,,,,,
Interest20240101001,Interest Receivables,2024-01-01,2024-01-01,445.0,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240102002,Sale,2024-01-02,2024-01-02,1533.3,1533.3,350.0,,,Unpaid,,,,F002,Business Meal Set,3.0,511.1,Account Receviable,C013,76.67,1456.63,1050.0,483.29999999999995,,
Sale20240102003,Sale,2024-01-02,2024-01-02,516.72,516.72,350.0,,,Paid,,,,F002,Business Meal Set,1.0,516.72,Cash,C020,25.84,490.88,350.0,166.72000000000003,,
Purchase20231231003,Purchase,2023-12-31,2023-12-31,342000.0,342000.0,2000.0,Director,Senior Staff,Unpaid,Account Payable,S007,Supplier 7,R002,Business Room,171.0,2000.0,,,,,,,,
Expense20240102001,Administrative Expenses,2024-01-02,2024-01-02,132.03,132.03,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240102001,Administrative Expenses,2024-01-02,2024-01-02,333.21,333.21,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240102002,Interest Receivables,2024-01-02,2024-01-02,445.0,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240103004,Sale,2024-01-03,2024-01-03,16144.34,16144.34,5000.0,,,Paid,,,,R003,Luxury Suite,2.0,8072.17,Cash,C004,807.22,15337.12,10000.0,6144.34,,
Sale20240103005,Sale,2024-01-03,2024-01-03,3018.9,3018.9,350.0,,,Unpaid,,,,F002,Business Meal Set,5.0,603.78,Account Receviable,C019,150.95,2867.95,1750.0,1268.9,,
Sale20240103006,Sale,2024-01-03,2024-01-03,14371.2,14371.2,2000.0,,,Paid,,,,R002,Business Room,5.0,2874.24,Cash,C016,718.56,13652.64,10000.0,4371.200000000001,,
Purchase20231231004,Purchase,2023-12-31,2023-12-31,43350.0,43350.0,150.0,Director,Staff,Paid,Cash,S008,Supplier 8,F001,Quick Meal Set,289.0,150.0,,,,,,,,
Expense20240103001,Sales Expenses,2024-01-03,2024-01-03,708.75,708.75,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240103003,Interest Receivables,2024-01-03,2024-01-03,445.0,445.0,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240104008,Sale,2024-01-04,2024-01-04,683.73,683.73,150.0,,,Unpaid,,,,F001,Quick Meal Set,3.0,227.91,Account Receviable,C010,34.19,649.54,450.0,233.73000000000002,,
Sale20240104009,Sale,2024-01-04,2024-01-04,37810.3,37810.3,5000.0,,,Paid,,,,R003,Luxury Suite,5.0,7562.06,Cash,C015,1890.52,35919.78,25000.0,12810.300000000003,,
Purchase20231231005,Purchase,2023-12-31,2023-12-31,1480000.0,1480000.0,5000.0,Director,Senior Staff,Paid,Bank Transfer,S010,Supplier 10,R003,Luxury Suite,296.0,5000.0,,,,,,,,
Expense20240104001,Sales Expenses,2024-01-04,2024-01-04,503.53,503.53,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Interest20240104004,Interest Receivables,2024-01-04,2024-01-04,313.28,313.28,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240105011,Sale,2024-01-05,2024-01-05,1087.3,1087.3,350.0,,,Paid,,,,F002,Business Meal Set,2.0,543.65,Cash,C020,54.37,1032.93,700.0,387.29999999999995,,
Sale20240105012,Sale,2024-01-05,2024-01-05,927.9,927.9,350.0,,,Paid,,,,F002,Business Meal Set,2.0,463.95,Cash,C017,46.4,881.5,700.0,227.89999999999998,,
Sale20240105013,Sale,2024-01-05,2024-01-05,15443.84,15443.84,5000.0,,,Paid,,,,R003,Luxury Suite,2.0,7721.92,Cash,C001,772.19,14671.65,10000.0,5443.84,,
Sale20240105014,Sale,2024-01-05,2024-01-05,3548.65,3548.65,2000.0,,,Paid,,,,R002,Business Room,1.0,3548.65,Cash,C013,177.43,3371.22,2000.0,1548.65,,
Purchase20231231006,Purchase,2023-12-31,2023-12-31,406000.0,406000.0,2000.0,Director,Senior Staff,Unpaid,Account Payable,S009,Supplier 9,R002,Business Room,203.0,2000.0,,,,,,,,
Purchase20231231007,Purchase,2023-12-31,2023-12-31,137280.0,137280.0,880.0,Director,Staff,Unpaid,Account Payable,S007,Supplier 7,F003,Deluxe Meal Set,156.0,880.0,,,,,,,,
Purchase20231231008,Purchase,2023-12-31,2023-12-31,1310000.0,1310000.0,5000.0,Director,Staff,Paid,Cash,S006,Supplier 6,R003,Luxury Suite,262.0,5000.0,,,,,,,,
Expense20240105001,Sales Expenses,2024-01-05,2024-01-05,641.39,641.39,,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,
Expense20240105001,Sales Expenses,2024-01-05,2024-01-05,414.88,414.88,,Director,Senior Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240105005,Interest Receivables,2024-01-05,2024-01-05,313.28,313.28,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240106017,Sale,2024-01-06,2024-01-06,10935.12,10935.12,2000.0,,,Unpaid,,,,R002,Business Room,4.0,2733.78,Account Receviable,C013,546.76,10388.36,8000.0,2935.120000000001,,
Sale20240106018,Sale,2024-01-06,2024-01-06,5160.92,5160.92,880.0,,,Unpaid,,,,F003,Deluxe Meal Set,4.0,1290.23,Account Receviable,C004,258.05,4902.87,3520.0,1640.92,,
Sale20240106019,Sale,2024-01-06,2024-01-06,8127.57,8127.57,2000.0,,,Paid,,,,R002,Business Room,3.0,2709.19,Cash,C004,406.38,7721.19,6000.0,2127.5699999999997,,
Sale20240106020,Sale,2024-01-06,2024-01-06,988.44,988.44,150.0,,,Paid,,,,F001,Quick Meal Set,4.0,247.11,Cash,C020,49.42,939.02,600.0,388.44000000000005,,
Purchase20231231009,Purchase,2023-12-31,2023-12-31,763200.0,763200.0,2880.0,Director,Supervisor,Paid,Bank Transfer,S002,Supplier 2,F004,Banquet Set,265.0,2880.0,,,,,,,,
Purchase20231231010,Purchase,2023-12-31,2023-12-31,315000.0,315000.0,1500.0,Director,Senior Staff,Paid,Cash,S002,Supplier 2,R001,Standard Room,210.0,1500.0,,,,,,,,
Expense20240106001,Sales Expenses,2024-01-06,2024-01-06,812.48,812.48,,Director,Staff,Paid,Cash,,,,,,,,,,,,,,
Interest20240106006,Interest Receivables,2024-01-06,2024-01-06,245.3552,245.3552,,,,Unpaid,,,,,,,,Interest receviable,,,,,,,
Sale20240107022,Sale,2024-01-07,2024-01-07,1264.83,1264.83,880.0,,,Paid,,,,F003,Deluxe Meal Set,1.0,1264.83,Cash,C015,63.24,1201.59,880.0,384.8299999999999,,
Sale20240107023,Sale,2024-01-07,2024-01-07,1918.0,1918.0,350.0,,,Unpaid,,,,F002,Business Meal Set,4.0,479.5,Account Receviable,C005,95.9,1822.1,1400.0,518.0,,
Sale20240107024,Sale,2024-01-07,2024-01-07,3501.72,3501.72,2000.0,,,Unpaid,,,,R002,Business Room,1.0,3501.72,Account Receviable,C011,175.09,3326.63,2000.0,1501.7199999999998,,
Purchase20231231011,Purchase,2023-12-31,2023-12-31,36450.0,36450.0,150.0,Director,Staff,Paid,Cash,S002,Supplier 2,F001,Quick Meal Set,243.0,150.0,,,,,,,,
