id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Initial20231231001,Cash deposit,2023-12-31,2023-12-31,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Bank deposit,2023-12-31,2023-12-31,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Fixed Assets,2023-12-31,2023-12-31,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,
Purchase20231231001,Purchase,2023-12-31,2023-12-31,190000.0,190000.0,Director,Supervisor,Paid,Bank Transfer,10000.0,S010,Supplier 10,P001,Chemical Product A,19.0,10000.0,,,,,,,,
Purchase20231231002,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Supervisor,Unpaid,Account Payable,50000.0,S010,Supplier 10,P003,Chemical Product C,16.0,50000.0,,,,,,,,
Expense20240101001,Sales Expenses,2024-01-01,2024-01-01,15645.37,15645.37,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240101001,Administrative Expenses,2024-01-01,2024-01-01,37969.92,37969.92,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240101001,Financial Expenses,2024-01-01,2024-01-01,6384.43,6384.43,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240101001,Sales Expenses,2024-01-01,2024-01-01,40617.9,40617.9,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Depreciation20240101001,Depreciation,2024-01-01,2024-01-01,45751.04,45751.04,,,,,,,,,,,,,,,,,,,
Interest20240101001,Interest Receivables,2024-01-01,2024-01-01,428.09,428.09,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240102003,Sale,2024-01-02,2024-01-02,224961.24,224961.24,,,Unpaid,,50000.0,,,P003,Chemical Product C,4.0,56240.31,Account Receviable,C003,11248.06,213713.18,200000.0,24961.23999999999,,
Expense20240102001,Administrative Expenses,2024-01-02,2024-01-02,45081.08,45081.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240102001,Sales Expenses,2024-01-02,2024-01-02,45044.74,45044.74,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240102001,Administrative Expenses,2024-01-02,2024-01-02,36805.48,36805.48,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240102001,Administrative Expenses,2024-01-02,2024-01-02,44888.15,44888.15,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240102002,Interest Receivables,2024-01-02,2024-01-02,428.09,428.09,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240103005,Sale,2024-01-03,2024-01-03,57957.22,57957.22,,,Unpaid,,50000.0,,,P003,Chemical Product C,1.0,57957.22,Account Receviable,C014,2897.86,55059.36,50000.0,7957.220000000001,,
Sale20240103006,Sale,2024-01-03,2024-01-03,123043.3,123043.3,,,Unpaid,,50000.0,,,P003,Chemical Product C,2.0,61521.65,Account Receviable,C008,6152.17,116891.13,100000.0,23043.300000000003,,
Purchase20231231003,Purchase,2023-12-31,2023-12-31,450000.0,450000.0,Director,Supervisor,Paid,Bank Transfer,50000.0,S006,Supplier 6,P003,Chemical Product C,9.0,50000.0,,,,,,,,
Expense20240103001,Administrative Expenses,2024-01-03,2024-01-03,18776.65,18776.65,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240103001,Administrative Expenses,2024-01-03,2024-01-03,32203.0,32203.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240103001,Administrative Expenses,2024-01-03,2024-01-03,6540.08,6540.08,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240103003,Interest Receivables,2024-01-03,2024-01-03,388.03999999999996,388.03999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240104007,Sale,2024-01-04,2024-01-04,324628.85,324628.85,,,Paid,,50000.0,,,P003,Chemical Product C,5.0,64925.77,Cash,C015,16231.44,308397.41,250000.0,74628.84999999998,,
Sale20240104008,Sale,2024-01-04,2024-01-04,35730.78,35730.78,,,Unpaid,,10000.0,,,P001,Chemical Product A,3.0,11910.26,Account Receviable,C005,1786.54,33944.24,30000.0,5730.779999999999,,
Purchase20231231004,Purchase,2023-12-31,2023-12-31,750000.0,750000.0,Director,Supervisor,Unpaid,Account Payable,50000.0,S008,Supplier 8,P003,Chemical Product C,15.0,50000.0,,,,,,,,
Purchase20231231005,Purchase,2023-12-31,2023-12-31,1600000.0,1600000.0,Director,Supervisor,Paid,Cash,100000.0,S003,Supplier 3,P004,Chemical Product D,16.0,100000.0,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,22655.83,22655.83,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,5875.54,5875.54,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,8178.75,8178.75,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,35247.21,35247.21,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240104004,Interest Receivables,2024-01-04,2024-01-04,388.03999999999996,388.03999999999996,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240105009,Sale,2024-01-05,2024-01-05,13427.66,13427.66,,,Paid,,10000.0,,,P001,Chemical Product A,1.0,13427.66,Cash,C020,671.38,12756.28,10000.0,3427.66,,
Purchase20231231006,Purchase,2023-12-31,2023-12-31,100000.0,100000.0,Director,Supervisor,Paid,Bank Transfer,10000.0,S001,Supplier 1,P001,Chemical Product A,10.0,10000.0,,,,,,,,
Purchase20231231007,Purchase,2023-12-31,2023-12-31,340000.0,340000.0,Director,Supervisor,Paid,Bank Transfer,20000.0,S005,Supplier 5,P002,Chemical Product B,17.0,20000.0,,,,,,,,
Expense20240105001,Administrative Expenses,2024-01-05,2024-01-05,47852.57,47852.57,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240105001,Sales Expenses,2024-01-05,2024-01-05,8548.74,8548.74,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240105001,Financial Expenses,2024-01-05,2024-01-05,44678.92,44678.92,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240105001,Administrative Expenses,2024-01-05,2024-01-05,6887.06,6887.06,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240105005,Interest Receivables,2024-01-05,2024-01-05,348.88,348.88,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240106011,Sale,2024-01-06,2024-01-06,270861.76,270861.76,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,135430.88,Cash,C015,13543.09,257318.67,200000.0,70861.76000000001,,
Sale20240106012,Sale,2024-01-06,2024-01-06,465860.56,465860.56,,,Paid,,100000.0,,,P004,Chemical Product D,4.0,116465.14,Cash,C020,23293.03,442567.53,400000.0,65860.56,,
Expense20240106001,Sales Expenses,2024-01-06,2024-01-06,31523.0,31523.0,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Financial Expenses,2024-01-06,2024-01-06,26390.16,26390.16,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Administrative Expenses,2024-01-06,2024-01-06,21305.3,21305.3,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Sales Expenses,2024-01-06,2024-01-06,9816.98,9816.98,Director,Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240106006,Interest Receivables,2024-01-06,2024-01-06,348.88,348.88,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240107015,Sale,2024-01-07,2024-01-07,88931.68,88931.68,,,Paid,,20000.0,,,P002,Chemical Product B,4.0,22232.92,Cash,C012,4446.58,84485.1,80000.0,8931.679999999993,,
Sale20240107016,Sale,2024-01-07,2024-01-07,208853.52,208853.52,,,Paid,,50000.0,,,P003,Chemical Product C,3.0,69617.84,Cash,C015,10442.68,198410.84,150000.0,58853.51999999999,,
