id,type,date,recorded_date,amount,recorded_amount,approver,preparer,payment/receipt_status,payment_method,cost_per_unit,supplier_id,supplier_name,product_id,product_name,quantity,unit_price,receive_method,customer_id,tax_amount,after_tax_amount,cost_amount,profit,asset_name,asset_type
Initial20231231001,Cash deposit,2023-12-31,2023-12-31,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Bank deposit,2023-12-31,2023-12-31,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,
Initial20231231001,Fixed Assets,2023-12-31,2023-12-31,5000000.0,5000000.0,,,,,,,,,,,,,,,,,,,
Purchase20231231001,Purchase,2023-12-31,2023-12-31,800000.0,800000.0,Director,Junior Staff,Paid,Bank Transfer,50000.0,S002,Supplier 2,P003,Chemical Product C,16.0,50000.0,,,,,,,,
Expense20240101001,Administrative Expenses,2024-01-01,2024-01-01,35468.63,35468.63,Director,Director,Paid,Cash,,,,,,,,,,,,,,,
Expense20240101001,Administrative Expenses,2024-01-01,2024-01-01,26873.53,26873.53,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,,
Depreciation20240101001,Depreciation,2024-01-01,2024-01-01,45745.79,45745.79,,,,,,,,,,,,,,,,,,,
Interest20240101001,Interest Receivables,2024-01-01,2024-01-01,373.79999999999995,373.79999999999995,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240102001,Sale,2024-01-02,2024-01-02,56670.46,56670.46,,,Paid,,50000.0,,,P003,Chemical Product C,1.0,56670.46,Cash,C020,2833.52,53836.94,50000.0,6670.459999999999,,
Purchase20231231002,Purchase,2023-12-31,2023-12-31,3000000.0,3000000.0,Director,Junior Staff,Paid,Bank Transfer,100000.0,S002,Supplier 2,P004,Chemical Product D,30.0,100000.0,,,,,,,,
Expense20240102001,Sales Expenses,2024-01-02,2024-01-02,30254.34,30254.34,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,,
Expense20240102001,Financial Expenses,2024-01-02,2024-01-02,14191.36,14191.36,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,,
Interest20240102002,Interest Receivables,2024-01-02,2024-01-02,106.8,106.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240103003,Sale,2024-01-03,2024-01-03,112444.65,112444.65,,,Paid,,100000.0,,,P004,Chemical Product D,1.0,112444.65,Cash,C010,5622.23,106822.42,100000.0,12444.649999999994,,
Sale20240103004,Sale,2024-01-03,2024-01-03,261516.46,261516.46,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,130758.23,Cash,C019,13075.82,248440.64,200000.0,61516.45999999999,,
Purchase20231231003,Purchase,2023-12-31,2023-12-31,450000.0,450000.0,Director,Manager,Unpaid,Account Payable,50000.0,S008,Supplier 8,P003,Chemical Product C,9.0,50000.0,,,,,,,,
Expense20240103001,Administrative Expenses,2024-01-03,2024-01-03,14231.4,14231.4,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240103001,Administrative Expenses,2024-01-03,2024-01-03,24868.24,24868.24,Director,Manager,Paid,Cash,,,,,,,,,,,,,,,
Expense20240103001,Sales Expenses,2024-01-03,2024-01-03,27614.29,27614.29,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240103003,Interest Receivables,2024-01-03,2024-01-03,106.8,106.8,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240104006,Sale,2024-01-04,2024-01-04,441383.0,441383.0,,,Paid,,100000.0,,,P004,Chemical Product D,4.0,110345.75,Cash,C005,22069.15,419313.85,400000.0,41383.0,,
Sale20240104007,Sale,2024-01-04,2024-01-04,222280.28,222280.28,,,Paid,,50000.0,,,P003,Chemical Product C,4.0,55570.07,Cash,C006,11114.01,211166.27,200000.0,22280.28,,
Purchase20231231004,Purchase,2023-12-31,2023-12-31,130000.0,130000.0,Director,Junior Staff,Paid,Bank Transfer,10000.0,S001,Supplier 1,P001,Chemical Product A,13.0,10000.0,,,,,,,,
Expense20240104001,Financial Expenses,2024-01-04,2024-01-04,10316.83,10316.83,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,46333.62,46333.62,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240104001,Administrative Expenses,2024-01-04,2024-01-04,12968.09,12968.09,Director,Manager,Paid,Cash,,,,,,,,,,,,,,,
Interest20240104004,Interest Receivables,2024-01-04,2024-01-04,95.22999999999999,95.22999999999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240105008,Sale,2024-01-05,2024-01-05,69794.27,69794.27,,,Paid,,50000.0,,,P003,Chemical Product C,1.0,69794.27,Cash,C016,3489.71,66304.56,50000.0,19794.270000000004,,
Sale20240105009,Sale,2024-01-05,2024-01-05,130927.3,130927.3,,,Paid,,50000.0,,,P003,Chemical Product C,2.0,65463.65,Cash,C014,6546.37,124380.93,100000.0,30927.300000000003,,
Purchase20231231005,Purchase,2023-12-31,2023-12-31,70000.0,70000.0,Director,Senior Manager,Paid,Cash,10000.0,S008,Supplier 8,P001,Chemical Product A,7.0,10000.0,,,,,,,,
Expense20240105001,Sales Expenses,2024-01-05,2024-01-05,25773.23,25773.23,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240105001,Sales Expenses,2024-01-05,2024-01-05,34802.24,34802.24,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Expense20240105001,Administrative Expenses,2024-01-05,2024-01-05,34373.28,34373.28,Director,Manager,Paid,Cash,,,,,,,,,,,,,,,
Interest20240105005,Interest Receivables,2024-01-05,2024-01-05,95.22999999999999,95.22999999999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240106012,Sale,2024-01-06,2024-01-06,38930.76,38930.76,,,Paid,,10000.0,,,P001,Chemical Product A,3.0,12976.92,Cash,C001,1946.54,36984.22,30000.0,8930.760000000002,,
Expense20240106001,Administrative Expenses,2024-01-06,2024-01-06,46408.32,46408.32,Director,Senior Manager,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Financial Expenses,2024-01-06,2024-01-06,47170.24,47170.24,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,,
Expense20240106001,Financial Expenses,2024-01-06,2024-01-06,45549.4,45549.4,Director,Junior Staff,Paid,Cash,,,,,,,,,,,,,,,
Interest20240106006,Interest Receivables,2024-01-06,2024-01-06,95.22999999999999,95.22999999999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240107013,Sale,2024-01-07,2024-01-07,25027.24,25027.24,,,Paid,,10000.0,,,P001,Chemical Product A,2.0,12513.62,Cash,C017,1251.36,23775.88,20000.0,5027.240000000002,,
Sale20240107014,Sale,2024-01-07,2024-01-07,227948.78,227948.78,,,Paid,,100000.0,,,P004,Chemical Product D,2.0,113974.39,Cash,C019,11397.44,216551.34,200000.0,27948.78,,
Purchase20231231006,Purchase,2023-12-31,2023-12-31,220000.0,220000.0,Director,Executive Director,Paid,Cash,20000.0,S007,Supplier 7,P002,Chemical Product B,11.0,20000.0,,,,,,,,
Purchase20231231007,Purchase,2023-12-31,2023-12-31,80000.0,80000.0,Director,Manager,Paid,Cash,10000.0,S002,Supplier 2,P001,Chemical Product A,8.0,10000.0,,,,,,,,
Expense20240107001,Financial Expenses,2024-01-07,2024-01-07,38714.26,38714.26,Director,Director,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,44774.14,44774.14,Director,Director,Paid,Cash,,,,,,,,,,,,,,,
Expense20240107001,Administrative Expenses,2024-01-07,2024-01-07,6053.36,6053.36,Director,Senior Supervisor,Paid,Cash,,,,,,,,,,,,,,,
Interest20240107007,Interest Receivables,2024-01-07,2024-01-07,95.22999999999999,95.22999999999999,,,Unpaid,,,,,,,,,Interest receviable,,,,,,,
Sale20240108015,Sale,2024-01-08,2024-01-08,419563.59,419563.59,,,Paid,,100000.0,,,P004,Chemical Product D,3.0,139854.53,Cash,C002,20978.18,398585.41,300000.0,119563.59000000003,,
Sale20240108016,Sale,2024-01-08,2024-01-08,555835.65,555835.65,,,Unpaid,,100000.0,,,P004,Chemical Product D,5.0,111167.13,Account Receviable,C017,27791.78,528043.87,500000.0,55835.65000000002,,
